#group,false,false,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,string,string,string,string,string
#default,_result,,,,,,,
,result,table,_time,_value,eventType,idDevice,idRequest,timestamp
,,0,2023-07-19T18:43:24.207957609Z,New Request,sent,client,client_1689792204207840219,1689792204207955413
,,1,2023-07-19T18:43:24.21743331Z,New Request,sent,client,client_1689792204217374542,1689792204217431370
,,2,2023-07-19T18:43:24.230494629Z,New Request,sent,client,client_1689792204230387791,1689792204230436731
,,3,2023-07-19T18:43:24.231880971Z,New Request,sent,client,client_1689792204231746801,1689792204231879031
,,4,2023-07-19T18:43:24.258109518Z,New Request,sent,client,client_1689792204258021304,1689792204258107766
,,5,2023-07-19T18:43:24.26368585Z,New Request,sent,client,client_1689792204263605163,1689792204263683430
,,6,2023-07-19T18:43:24.270242825Z,New Request,sent,client,client_1689792204270176451,1689792204270241095
,,7,2023-07-19T18:43:24.282139981Z,New Request,sent,client,client_1689792204282083620,1689792204282137901
,,8,2023-07-19T18:43:24.298513834Z,New Request,sent,client,client_1689792204298337610,1689792204298512018
,,9,2023-07-19T18:43:24.301937054Z,New Request,sent,client,client_1689792204301836032,1689792204301935012
,,10,2023-07-19T18:43:24.304675844Z,New Request,sent,client,client_1689792204304581824,1689792204304673755
,,11,2023-07-19T18:43:24.31833394Z,New Request,sent,client,client_1689792204318266660,1689792204318332005
,,12,2023-07-19T18:43:24.336003432Z,New Request,sent,client,client_1689792204335950732,1689792204336001732
,,13,2023-07-19T18:43:24.354890754Z,New Request,sent,client,client_1689792204354834602,1689792204354888980
,,14,2023-07-19T18:43:24.356924248Z,New Request,sent,client,client_1689792204356856560,1689792204356921714
,,15,2023-07-19T18:43:24.364645965Z,New Request,sent,client,client_1689792204364589609,1689792204364643975
,,16,2023-07-19T18:43:24.383836843Z,New Request,sent,client,client_1689792204383707567,1689792204383834883
,,17,2023-07-19T18:43:24.398505028Z,New Request,sent,client,client_1689792204398444772,1689792204398503646
,,18,2023-07-19T18:43:24.465255717Z,New Request,sent,client,client_1689792204465190537,1689792204465253379
,,19,2023-07-19T18:43:24.47772186Z,New Request,sent,client,client_1689792204477667452,1689792204477720040
,,20,2023-07-19T18:43:24.514632485Z,New Request,sent,client,client_1689792204514555504,1689792204514629820
,,21,2023-07-19T18:43:24.51480652Z,New Request,sent,client,client_1689792204514742566,1689792204514804974
