0.1 60.00 4.75000 1.000000 0.000000 0.000000 4.75000 1.000000 0.000000 0.000000 1.000000 
0.2 120.0 5.44444 1.000000 0.000000 0.000000 5.44444 1.000000 0.000000 0.000000 1.000000
0.3 180.0 6.83333 1.000000 0.000000 0.000000 6.83333 1.000000 0.000000 0.000000 1.000000
0.4 240.0 11.0000 1.000000 0.000000 0.000000 10.2792 0.913138 0.086862 0.000000 1.070120
0.5 300.0 25.3103 0.926396 0.073604 0.000000 13.6246 0.748209 0.251791 0.000000 1.857690
0.6 360.0 26.6949 0.775531 0.224469 0.000000 16.6836 0.643117 0.303602 0.053281 1.600070
0.7 420.0 30.5552 0.671599 0.328401 0.000000 19.8509 0.572054 0.316394 0.111552 1.539240
0.8 480.0 34.8262 0.592609 0.332158 0.075233 24.5205 0.531028 0.326924 0.142048 1.420290
0.9 540.0 45.6653 0.534022 0.330400 0.135578 36.8536 0.510354 0.331918 0.157728 1.239100
